Threads,Dim,Version,Sym,Trans,SpeedupSym,SpeedupTrans,EfficencySym,EfficencyTrans,Weak Scaling
82,1024,OMP,0.0020746,0.0060486,2.502554709,3.468968026,3.051895987,4.230448812,
83,1024,OMP,0.0021196,0.006135,2.44942442,3.420114099,2.951113759,4.120619397,
84,1024,OMP,0.0021612,0.006211,2.402276513,3.37826437,2.859852992,4.021743297,
85,1024,OMP,0.0021592,0.0061018,2.404501667,3.438723,2.828825491,4.04555647,
86,1024,OMP,0.0021486,0.0062672,2.416364144,3.347970385,2.809725749,3.89298882,
87,1024,OMP,0.0021872,0.0063998,2.373719824,3.278602456,2.728413591,3.76850857,
88,1024,OMP,0.0037624,0.0063656,1.379917074,3.296217167,1.568087584,3.745701326,
89,1024,OMP,0.0068216,0.008399,0.761082444,2.498202167,0.8551488135,2.806968727,
90,1024,OMP,0.0045108,0.0075808,1.150971003,2.767834529,1.27885667,3.075371699,
91,1024,OMP,0.0065034,0.0086104,0.7983208783,2.436867045,0.8772756905,2.677875873,
92,1024,OMP,0.0055664,0.0075316,0.932703363,2.785915343,1.013808003,3.028168851,
93,1024,OMP,0.0058166,0.0079848,0.8925832961,2.627792806,0.959766985,2.825583663,
94,1024,OMP,0.010275,0.0068012,0.5052846715,3.085102629,0.5375368846,3.282024073,
95,1024,OMP,0.0090406,0.0107944,0.5742760436,1.943822723,0.6045010986,2.046129182,
96,1024,OMP,0.0091192,0.012611,0.5693262567,1.663817302,0.5930481841,1.733143023,
1,2048,SEQ,0.0312388,0.0872846,0,0,0,0,
1,2048,OMP,0.0167768,0.0493268,1.862023747,1.769516774,186.2023747,176.9516774,
2,2048,OMP,0.0107836,0.0251434,2.896880448,3.471471639,144.8440224,173.5735819,
3,2048,OMP,0.0084336,0.0180944,3.704088408,4.823846052,123.4696136,160.7948684,
4,2048,OMP,0.0066892,0.019733,4.670035281,4.423280799,116.750882,110.58202,
5,2048,OMP,0.0054946,0.0115944,5.685363812,7.528168771,113.7072762,150.5633754,
6,2048,OMP,0.0048052,0.010303,6.501040539,8.471765505,108.3506757,141.1960918,
7,2048,OMP,0.0043146,0.0090334,7.240254021,9.662430536,103.4322003,138.0347219,
8,2048,OMP,0.0038922,0.0248216,8.026000719,3.516477584,100.325009,43.9559698,
9,2048,OMP,0.0035868,0.0078022,8.709378834,11.18717798,96.77087593,124.3019775,
10,2048,OMP,0.0033424,0.0070332,9.346218286,12.41036797,93.46218286,124.1036797,
11,2048,OMP,0.0029844,0.010602,10.46736362,8.23284286,95.15785113,74.844026,
12,2048,OMP,0.002821,0.0076768,11.07366182,11.36991976,92.28051518,94.74933132,
13,2048,OMP,0.0026652,0.0069712,11.72099655,12.52074248,90.16151191,96.31340372,
14,2048,OMP,0.0025672,0.0056398,12.16843253,15.47654172,86.91737524,110.5467266,
15,2048,OMP,0.0025956,0.005303,12.03529049,16.45947577,80.23526994,109.7298385,
16,2048,OMP,0.0023664,0.0399964,13.20098039,2.182311408,82.50612745,13.6394463,
17,2048,OMP,0.0024374,0.0049542,12.81644375,17.61830366,75.3908456,103.6370804,
18,2048,OMP,0.0023012,0.0046916,13.57500435,18.60444198,75.41669081,103.358011,
19,2048,OMP,0.002318,0.0058642,13.47661777,14.884315,70.92956723,78.33849998,
20,2048,OMP,0.002279,0.0055248,13.70724002,15.79868955,68.53620009,78.99344773,
21,2048,OMP,0.0022084,0.0074832,14.14544467,11.66407419,67.35926031,55.54321044,
22,2048,OMP,0.0021572,0.0056016,14.48117931,15.58208369,65.8235423,70.82765314,
23,2048,OMP,0.0021304,0.0049304,14.66334961,17.70335064,63.75369394,76.97108974,
24,2048,OMP,0.0020834,0.0077848,14.99414419,11.21218272,62.47560078,46.71742798,
25,2048,OMP,0.0020958,0.0044034,14.90542991,19.82209202,59.62171963,79.28836808,
26,2048,OMP,0.0020542,0.006001,15.20728264,14.54500917,58.48954862,55.94234294,
27,2048,OMP,0.0020276,0.0038816,15.40678635,22.48675804,57.06217166,83.28428903,
28,2048,OMP,0.002075,0.004039,15.05484337,21.61044813,53.76729776,77.1801719,
29,2048,OMP,0.0020404,0.003903,15.31013527,22.363464,52.79356989,77.11539311,
30,2048,OMP,0.0020894,0.0037434,14.95108644,23.31693113,49.83695479,77.72310377,
31,2048,OMP,0.0020622,0.025713,15.14828824,3.39457084,48.86544592,10.95022852,
32,2048,OMP,0.0020658,0.0800676,15.12188982,1.090136335,47.2559057,3.406676046,
33,2048,OMP,0.0020894,0.027208,14.95108644,3.208049103,45.30632253,9.721360919,
34,2048,OMP,0.002122,0.0036832,14.72139491,23.69803432,43.29822032,69.70010094,
35,2048,OMP,0.0020862,0.0036412,14.97401975,23.97138306,42.78291357,68.48966589,
36,2048,OMP,0.0021398,0.0039672,14.59893448,22.00156282,40.55259578,61.11545226,
37,2048,OMP,0.002096,0.0042912,14.90400763,20.34037099,40.28110171,54.97397565,
38,2048,OMP,0.002203,0.0033024,14.18011802,26.43065649,37.31610005,69.55435919,
39,2048,OMP,0.0021932,0.0034608,14.24347985,25.22093158,36.5217432,64.66905532,
40,2048,OMP,0.0021786,0.0037872,14.33893326,23.04726447,35.84733315,57.61816117,
41,2048,OMP,0.002237,0.003643,13.96459544,23.95953884,34.05998888,58.43789961,
42,2048,OMP,0.0022156,0.0111812,14.09947644,7.806371409,33.570182,18.58659859,
43,2048,OMP,0.0023108,0.0119596,13.51860827,7.298287568,31.43862389,16.97276179,
44,2048,OMP,0.0023088,0.0051636,13.53031878,16.90382679,30.7507245,38.41778815,
45,2048,OMP,0.0023066,0.0043678,13.54322379,19.9836531,30.09605287,44.40811799,
46,2048,OMP,0.0023298,0.0042536,13.40836123,20.52017115,29.14861138,44.60906772,
47,2048,OMP,0.0022676,0.0046556,13.776151,18.74830312,29.31095957,39.89000664,
48,2048,OMP,0.0023308,0.005346,13.40260855,16.32708567,27.92210114,34.01476182,
49,2048,OMP,0.0024216,0.0056294,12.90006607,15.50513376,26.32666545,31.64313013,
50,2048,OMP,0.0024568,0.0076102,12.71523934,11.46942262,25.43047867,22.93884523,
51,2048,OMP,0.0024204,0.0080212,12.90646174,10.88173839,25.30678773,21.33674195,
52,2048,OMP,0.0024392,0.0087444,12.8069859,9.981771191,24.62881903,19.19571383,
53,2048,OMP,0.0023968,0.0049486,13.03354473,17.63824112,24.59159382,33.27970022,
54,2048,OMP,0.0024994,0.003943,12.49851964,22.1365965,23.14540675,40.99369722,
55,2048,OMP,0.0024628,0.0042476,12.68426182,20.54915717,23.06229421,37.36210395,
56,2048,OMP,0.002578,0.004837,12.11745539,18.0451933,21.6383132,32.22355947,
57,2048,OMP,0.0024794,0.0036938,12.59933855,23.6300287,22.10410272,41.4561907,
58,2048,OMP,0.0025184,0.0044252,12.4042249,19.72444183,21.38659466,34.00765833,
59,2048,OMP,0.0026166,0.0035452,11.93869908,24.62050096,20.23508318,41.72966264,
60,2048,OMP,0.0025558,0.0038722,12.22270913,22.541346,20.37118189,37.56891001,
61,2048,OMP,0.0025048,0.0051366,12.47157458,16.99267998,20.44520422,27.85685243,
62,2048,OMP,0.0025908,0.0300378,12.05758839,2.905825327,19.44772321,4.686815043,
63,2048,OMP,0.0026222,0.0368208,11.91320265,2.370524269,18.90984548,3.762736935,
64,2048,OMP,0.0026514,0.0706602,11.78200196,1.235272473,18.40937806,1.930113239,
65,2048,OMP,0.0026386,0.0294084,11.83915713,2.968015941,18.21408789,4.566178371,
66,2048,OMP,0.0026734,0.0299278,11.68504526,2.916505724,17.70461403,4.418948066,
67,2048,OMP,0.0027902,0.0067604,11.19589994,12.9111591,16.71029841,19.27038672,
68,2048,OMP,0.0026812,0.0038658,11.65105177,22.57866418,17.13389966,33.20391792,
69,2048,OMP,0.0027774,0.0033688,11.24749766,25.90970078,16.30072125,37.55029099,
70,2048,OMP,0.00276,0.0036174,11.3184058,24.12909825,16.16915114,34.47014035,
71,2048,OMP,0.002823,0.0046762,11.06581651,18.66571148,15.58565705,26.28973447,
72,2048,OMP,0.002933,0.0053712,10.65080123,16.25048406,14.79277948,22.57011675,
73,2048,OMP,0.002854,0.0064714,10.94562018,13.48774608,14.99400025,18.4763645,
74,2048,OMP,0.0028588,0.0062256,10.9272422,14.02027114,14.76654351,18.94631235,
75,2048,OMP,0.0028416,0.00534,10.99338401,16.34543071,14.65784535,21.79390762,
76,2048,OMP,0.0028314,0.0051202,11.03298721,17.04710753,14.51708844,22.43040465,
77,2048,OMP,0.0029216,0.0046568,10.69236035,18.74347191,13.88618227,24.34217131,
78,2048,OMP,0.0029212,0.0044126,10.69382446,19.78076418,13.71003135,25.35995407,
79,2048,OMP,0.0044986,0.0033042,6.944115947,26.4162581,8.790020186,33.43830139,
80,2048,OMP,0.0030778,0.0043872,10.14971733,19.89528629,12.68714666,24.86910786,
81,2048,OMP,0.0030666,0.0073526,10.18678667,11.87125643,12.57627984,14.65587213,
82,2048,OMP,0.0030196,0.0085434,10.34534375,10.21661165,12.61627287,12.4592825,
83,2048,OMP,0.0031902,0.0102724,9.792113347,8.497001674,11.79772692,10.23735141,
84,2048,OMP,0.0031342,0.0160858,9.967072937,5.426189558,11.86556302,6.459749474,
85,2048,OMP,0.0031606,0.014964,9.883819528,5.832972467,11.62802297,6.86232055,
86,2048,OMP,0.0032484,0.0168286,9.616672824,5.186682196,11.1821777,6.031025809,
87,2048,OMP,0.0050818,0.015445,6.14719194,5.651317579,7.065737862,6.495767332,
88,2048,OMP,0.003104,0.009093,10.06404639,9.599098207,11.43641635,10.90806614,
89,2048,OMP,0.0038414,0.0079092,8.132139324,11.03583169,9.137235196,12.39981089,
90,2048,OMP,0.004711,0.009814,6.631033751,8.893886285,7.367815279,9.882095872,
91,2048,OMP,0.0047602,0.008471,6.562497374,10.30393106,7.211535576,11.32300116,
92,2048,OMP,0.007305,0.004527,4.276358658,19.28089242,4.648215933,20.95749176,
93,2048,OMP,0.0071278,0.0062706,4.38267067,13.91965681,4.712549107,14.96737292,
94,2048,OMP,0.0082414,0.0091038,3.790472493,9.587710626,4.032417545,10.19969216,
95,2048,OMP,0.0108578,0.0097284,2.877083755,8.972143415,3.028509216,9.44436149,
96,2048,OMP,0.0105978,0.0116928,2.947668384,7.464815955,3.0704879,7.775849953,
1,4096,SEQ,0.1949686,0.3555672,0,0,0,0,
1,4096,OMP,0.0802318,0.1874654,2.430066383,1.896708406,243.0066383,189.6708406,
2,4096,OMP,0.048028,0.1041648,4.059477805,3.41350629,202.9738902,170.6753145,
3,4096,OMP,0.0363126,0.0727788,5.369172133,4.885587561,178.9724044,162.8529187,
4,4096,OMP,0.0287878,0.0514598,6.772612009,6.909610997,169.3153002,172.7402749,
5,4096,OMP,0.0233206,0.049034,8.36035951,7.251441857,167.2071902,145.0288371,
6,4096,OMP,0.020159,0.040872,9.671541247,8.699530241,161.1923541,144.9921707,
7,4096,OMP,0.0177704,0.0389562,10.97153694,9.127358418,156.736242,130.3908345,
8,4096,OMP,0.0159316,0.044954,12.23785433,7.90957868,152.9731791,98.86973351,
9,4096,OMP,0.0143748,0.034705,13.56322175,10.24541709,150.7024639,113.8379676,
10,4096,OMP,0.013057,0.027897,14.93211304,12.74571459,149.3211304,127.4571459,
11,4096,OMP,0.0119386,0.0278642,16.33094333,12.76071805,148.4631212,116.0065278,
12,4096,OMP,0.011377,0.024678,17.13708359,14.40826647,142.8090299,120.0688873,
13,4096,OMP,0.0105192,0.029009,18.53454635,12.25713399,142.5734335,94.2856461,
14,4096,OMP,0.0100582,0.0245464,19.38404486,14.48551315,138.4574633,103.4679511,
15,4096,OMP,0.0097066,0.0205088,20.08618878,17.33729911,133.9079252,115.5819941,
16,4096,OMP,0.0091862,0.0580346,21.22407524,6.126814004,132.6504703,38.29258753,
17,4096,OMP,0.0090556,0.018765,21.53016918,18.94842526,126.648054,111.4613251,
18,4096,OMP,0.0086938,0.0212262,22.42616577,16.75133561,124.5898099,93.06297563,
19,4096,OMP,0.008515,0.0187846,22.89707575,18.92865432,120.510925,99.62449644,
20,4096,OMP,0.007984,0.0168302,24.41991483,21.12673646,122.0995741,105.6336823,
21,4096,OMP,0.007861,0.034499,24.80200992,10.30659439,118.1048092,49.07902092,
22,4096,OMP,0.0077562,0.0317528,25.13712901,11.19797939,114.2596773,50.89990632,
23,4096,OMP,0.0076778,0.0157402,25.39381073,22.58975108,110.4078727,98.21630906,
24,4096,OMP,0.0077234,0.0203414,25.24388223,17.4799768,105.1828426,72.83323665,
25,4096,OMP,0.0072648,0.0169434,26.8374353,20.98558731,107.3497412,83.94234923,
26,4096,OMP,0.0073326,0.0199058,26.5892862,17.86249234,102.2664854,68.70189361,
27,4096,OMP,0.0071682,0.0152722,27.19910159,23.2819895,100.7374133,86.22959073,
28,4096,OMP,0.0072848,0.0139694,26.76375467,25.45329076,95.5848381,90.90460987,
29,4096,OMP,0.0070638,0.0145706,27.6010929,24.40305821,95.1761824,84.1484766,
30,4096,OMP,0.0070384,0.0130566,27.70069902,27.23275585,92.33566341,90.77585283,
31,4096,OMP,0.0070158,0.0499698,27.7899313,7.115641848,89.64493967,22.95368338,
32,4096,OMP,0.0070022,0.1106752,27.8439062,3.2127089,87.01220688,10.03971531,
33,4096,OMP,0.0068606,0.053976,28.41859313,6.587505558,86.11694887,19.96213805,
34,4096,OMP,0.007002,0.0122492,27.84470151,29.02778957,81.89618092,85.37585168,
35,4096,OMP,0.0069216,0.012683,28.16814031,28.03494441,80.4804009,80.09984118,
36,4096,OMP,0.0070118,0.0120176,27.80578453,29.58720543,77.23829037,82.18668176,
37,4096,OMP,0.0070012,0.0133722,27.84788322,26.59003006,75.26454924,71.86494611,
38,4096,OMP,0.0069538,0.0157678,28.037706,22.55020992,73.78343685,59.34265769,
39,4096,OMP,0.0068974,0.0142046,28.26697016,25.03183476,72.47941067,64.18419169,
40,4096,OMP,0.0069608,0.0135106,28.0095104,26.31764688,70.023776,65.79411721,
41,4096,OMP,0.007,0.0118654,27.85265714,29.96672679,67.9333101,73.08957753,
42,4096,OMP,0.0070442,0.0209546,27.67789103,16.96845561,65.89974055,40.40108479,
43,4096,OMP,0.006991,0.0327274,27.8885138,10.86451108,64.85700885,25.26630484,
44,4096,OMP,0.0070628,0.0108178,27.60500085,32.86871637,62.73863829,74.70162812,
45,4096,OMP,0.0070644,0.0113276,27.59874866,31.38945584,61.33055257,69.75434632,
46,4096,OMP,0.0071482,0.0133536,27.27520215,26.62706686,59.29391771,57.88492795,
47,4096,OMP,0.0070624,0.0110928,27.60656434,32.05387278,58.73737094,68.19972932,
48,4096,OMP,0.0072616,0.0234862,26.84926187,15.13940953,55.93596223,31.54043651,
49,4096,OMP,0.0070694,0.0117164,27.57922879,30.34782015,56.28414039,61.93432684,
50,4096,OMP,0.0070782,0.0118334,27.5449408,30.04776311,55.08988161,60.09552622,
51,4096,OMP,0.0072544,0.0303684,26.87590979,11.70846011,52.69786234,22.95776492,
52,4096,OMP,0.0073128,0.0111168,26.66127885,31.98467185,51.2716901,61.50898432,
53,4096,OMP,0.0072918,0.0138172,26.73806193,25.73366529,50.44917346,48.55408545,
54,4096,OMP,0.0073882,0.0114578,26.38918816,31.03276371,48.86886697,57.46808094,
55,4096,OMP,0.0075484,0.0116226,25.82912935,30.59274173,46.96205337,55.62316678,
56,4096,OMP,0.0076154,0.0124092,25.60188565,28.65351513,45.71765295,51.16699131,
57,4096,OMP,0.0077076,0.0163558,25.29563029,21.73951748,44.37829875,38.13950435,
58,4096,OMP,0.0076392,0.0110794,25.52212274,32.0926404,44.00365989,55.33213861,
59,4096,OMP,0.0077376,0.0103518,25.1975548,34.34834522,42.70772,58.21753426,
60,4096,OMP,0.007428,0.0101044,26.24779214,35.18934326,43.74632023,58.64890543,
61,4096,OMP,0.007683,0.0393282,25.37662371,9.041023998,41.60102248,14.82135082,
62,4096,OMP,0.0077402,0.0850044,25.18909072,4.182927001,40.62756568,6.746656454,
63,4096,OMP,0.0077292,0.1249326,25.22493919,2.846072202,40.03958602,4.517574924,
64,4096,OMP,0.0076152,0.229063,25.60255804,1.552268153,40.00399694,2.42541899,
65,4096,OMP,0.007956,0.1223526,24.50585721,2.90608618,37.70131879,4.470901816,
66,4096,OMP,0.0077314,0.0900012,25.21776134,3.950693991,38.2087293,5.985899986,
67,4096,OMP,0.0079124,0.0461228,24.64089278,7.709141683,36.7774519,11.50618162,
68,4096,OMP,0.0078754,0.016851,24.75665998,21.10065871,36.40685291,31.03038046,
69,4096,OMP,0.0081624,0.0101016,23.88618544,35.19909717,34.61766005,51.01318431,
70,4096,OMP,0.0079358,0.0108836,24.56823509,32.6699989,35.0974787,46.671427,
71,4096,OMP,0.008023,0.0107718,24.30120902,33.00907926,34.22705496,46.49166093,
72,4096,OMP,0.0079688,0.0116312,24.46649433,30.57012174,33.98124212,42.45850242,
73,4096,OMP,0.008005,0.027777,24.35585259,12.80077762,33.36418163,17.53531181,
74,4096,OMP,0.0080514,0.0149676,24.21549047,23.75579251,32.72363578,32.10242231,
75,4096,OMP,0.0081064,0.0129002,24.05119412,27.56292151,32.06825882,36.75056201,
76,4096,OMP,0.0078586,0.010041,24.8095844,35.41153272,32.64419001,46.59412199,
77,4096,OMP,0.0082172,0.0112076,23.72688994,31.72554338,30.81414278,41.20200439,
78,4096,OMP,0.0079812,0.0111972,24.42848193,31.75501018,31.31856658,40.71155151,
79,4096,OMP,0.0079322,0.0115416,24.57938529,30.80744438,31.11314594,38.99676503,
80,4096,OMP,0.007855,0.0132944,24.82095481,26.74563726,31.02619351,33.43204658,
81,4096,OMP,0.009969,0.0147772,19.55748821,24.06187911,24.14504718,29.70602359,
82,4096,OMP,0.0087478,0.0112344,22.28772949,31.64986114,27.18015791,38.59739164,
83,4096,OMP,0.0079402,0.0110794,24.55462079,32.0926404,29.58388047,38.6658318,
84,4096,OMP,0.0080232,0.0166948,24.30060325,21.29808084,28.92928958,25.35485814,
85,4096,OMP,0.0083884,0.0563948,23.2426446,6.304964287,27.34428777,7.417605044,
86,4096,OMP,0.0087922,0.042442,22.175178,8.377720183,25.7850907,9.741535096,
87,4096,OMP,0.0079022,0.0109004,24.67269874,32.61964699,28.35942384,37.49384711,
88,4096,OMP,0.0086064,0.011411,22.65390872,31.16003856,25.74307809,35.40913473,
89,4096,OMP,0.009265,0.0115668,21.04356179,30.74032576,23.64445145,34.53969187,
90,4096,OMP,0.0127434,0.0128982,15.29957468,27.56719542,16.99952742,30.63021714,
91,4096,OMP,0.0103308,0.0105994,18.87255585,33.5459743,20.73907237,36.86370802,
92,4096,OMP,0.0118408,0.0126814,16.46583001,28.03848156,17.89764132,30.47661039,
93,4096,OMP,0.0092704,0.0106816,21.03130394,33.28782205,22.61430531,35.79335704,
94,4096,OMP,0.014202,0.0250712,13.72824954,14.18229682,14.60452079,15.08754981,
95,4096,OMP,0.013728,0.0300548,14.20225816,11.83062938,14.94974543,12.45329409,
96,4096,OMP,0.0162642,0.0385778,11.98759238,9.216886396,12.4870754,9.600923329,
