Threads,Dim,Version,Sym,Trans,SpeedupSym,SpeedupTrans,EfficencySym,EfficencyTrans
5,2048,OMP,0.0058072,0.0125476,3.986120678,9.453122509,79.72241356,189.0624502
6,2048,OMP,0.0051092,0.01082,4.530689736,10.96247689,75.5114956,182.7079482
7,2048,OMP,0.004698,0.0094096,4.927245636,12.6056368,70.38922338,180.0805257
8,2048,OMP,0.0041266,0.0084102,5.609509039,14.1035885,70.11886299,176.2948562
9,2048,OMP,0.0037082,0.0077322,6.242435683,15.34026538,69.36039648,170.4473932
10,2048,OMP,0.0035204,0.0070994,6.575445972,16.70760909,65.75445972,167.0760909
11,2048,OMP,0.0034906,0.0067706,6.631581963,17.51897912,60.28710875,159.2634465
12,2048,OMP,0.0032354,0.0061988,7.154664029,19.13499387,59.62220024,159.4582822
13,2048,OMP,0.0031328,0.005845,7.388981103,20.29324209,56.83831618,156.1018622
14,2048,OMP,0.0030946,0.005511,7.480191301,21.52313555,53.42993786,153.7366825
15,2048,OMP,0.0028708,0.0052388,8.063327296,22.64144461,53.7555153,150.942964
16,2048,OMP,0.0028092,0.0051232,8.240139542,23.15232667,51.50087213,144.7020417
17,2048,OMP,0.002714,0.0047278,8.529182019,25.08862473,50.17165894,147.5801455
18,2048,OMP,0.0027478,0.00463,8.424266686,25.61857451,46.80148159,142.325414
19,2048,OMP,0.0027436,0.0049872,8.437162852,23.78368624,44.40612027,125.177296
20,2048,OMP,0.0026722,0.0049864,8.662600105,23.78750201,43.31300052,118.93751
21,2048,OMP,0.0025888,0.004927,8.941671817,24.07428455,42.57938961,114.6394503
22,2048,OMP,0.0026794,0.004706,8.639322236,25.20484488,39.26964653,114.5674767
23,2048,OMP,0.0025316,0.004347,9.143703587,27.28640442,39.75523299,118.6365409
24,2048,OMP,0.0025066,0.0052954,9.234899864,22.39944102,38.47874943,93.33100427
25,2048,OMP,0.0026008,0.0042814,8.900415257,27.70448919,35.60166103,110.8179567
26,2048,OMP,0.002467,0.0041324,9.383137414,28.7034169,36.08899005,110.3977573
27,2048,OMP,0.0025156,0.0044628,9.201860391,26.57838129,34.08096441,98.4384492
28,2048,OMP,0.0025424,0.0044016,9.104861548,26.94792803,32.51736267,96.24260009
29,2048,OMP,0.0025822,0.0039986,8.964526373,29.66388236,30.91215991,102.2892495
30,2048,OMP,0.0025156,0.0039904,9.201860391,29.72483962,30.67286797,99.08279872
31,2048,OMP,0.002617,0.0041504,8.845319068,28.57893215,28.53328731,92.19010371
32,2048,OMP,0.0024602,0.0039754,9.409072433,29.83699753,29.40335135,93.2406173
33,2048,OMP,0.0025488,0.0039586,9.081999372,29.9636235,27.52121022,90.7988591
34,2048,OMP,0.0026302,0.0037284,8.800927686,31.8136466,25.88508143,93.56954884
35,2048,OMP,0.002534,0.0039208,9.13504341,30.25249949,26.10012403,86.43571283
36,2048,OMP,0.0026154,0.0034126,8.85073029,34.75766278,24.58536192,96.54906328
37,2048,OMP,0.0026442,0.0036054,8.754330232,32.89898486,23.66035198,88.91617529
38,2048,OMP,0.0027028,0.0036276,8.564525677,32.69765134,22.53822547,86.04645089
39,2048,OMP,0.0027774,0.0040322,8.33448549,29.4166956,21.37047562,75.42742462
40,2048,OMP,0.0028496,0.0034388,8.123315553,34.49284634,20.30828888,86.23211585
41,2048,OMP,0.0027624,0.0036568,8.379742253,32.43655655,20.43839574,79.11355257
42,2048,OMP,0.0026752,0.0038974,8.652885766,30.43413558,20.60210897,72.46222757
43,2048,OMP,0.0026368,0.0035018,8.778898665,33.87229425,20.41604341,78.77277732
44,2048,OMP,0.0029476,0.0033902,7.853236531,34.98731638,17.84826484,79.51662814
45,2048,OMP,0.002898,0.0033096,7.987646653,35.83937636,17.7503259,79.64305858
46,2048,OMP,0.0026946,0.0033314,8.590588585,35.60485081,18.67519258,77.40184959
47,2048,OMP,0.002716,0.0033704,8.522901325,35.19285545,18.13383261,74.87841585
48,2048,OMP,0.0028144,0.0034596,8.224914724,34.28546653,17.13523901,71.42805527
49,2048,OMP,0.0028092,0.0036846,8.240139542,32.19182544,16.81661131,65.69760293
50,2048,OMP,0.0028492,0.0031218,8.124455988,37.99538728,16.24891198,75.99077455
51,2048,OMP,0.0027492,0.0031682,8.419976721,37.43892431,16.50975828,73.40965551
52,2048,OMP,0.002941,0.0033446,7.870860252,35.46433056,15.13626971,68.2006357
53,2048,OMP,0.0027756,0.0031768,8.339890474,37.3375724,15.7356424,70.44824981
54,2048,OMP,0.0028458,0.0031594,8.134162626,37.54320441,15.06326412,69.5244526
55,2048,OMP,0.002686,0.0034266,8.61809382,34.615654,15.66926149,62.93755273
56,2048,OMP,0.002965,0.0031328,7.807150084,37.86197651,13.94133944,67.61067233
57,2048,OMP,0.0029536,0.0031948,7.837283315,37.12720671,13.74961985,65.13545037
58,2048,OMP,0.0028438,0.0032588,8.139883255,36.39806064,14.03428147,62.75527696
59,2048,OMP,0.0029324,0.0034952,7.893943527,33.93625544,13.3795653,57.51907701
60,2048,OMP,0.0030228,0.0033444,7.657866878,35.46645138,12.76311146,59.1107523
61,2048,OMP,0.0029886,0.003726,7.745499565,31.83413849,12.69754027,52.18711227
62,2048,OMP,0.0028516,0.0042792,8.117618179,27.71873247,13.09293255,44.70763302
63,2048,OMP,0.0028838,0.003827,8.026978293,30.99399007,12.74123538,49.19680964
64,2048,OMP,0.0029108,0.0032756,7.952521644,36.21138112,12.42581507,56.580283
65,2048,OMP,0.0031078,0.0037164,7.448420104,31.91637068,11.45910785,49.10210874
66,2048,OMP,0.0029724,0.0031474,7.787713632,37.68634428,11.79956611,57.10052164
67,2048,OMP,0.0030112,0.0041922,7.687367163,28.29397452,11.47368233,42.22981272
68,2048,OMP,0.0031372,0.0040144,7.378617876,29.54713033,10.85090864,43.45166225
69,2048,OMP,0.0031706,0.0047958,7.300889422,24.73289128,10.58099916,35.84476997
70,2048,OMP,0.0030646,0.0035764,7.553416433,33.16575327,10.7905949,47.37964753
71,2048,OMP,0.0032676,0.0046276,7.084159628,25.63186101,9.977689617,36.10121269
72,2048,OMP,0.003121,0.0048226,7.416917655,24.59544644,10.30127452,34.16034228
73,2048,OMP,0.0030934,0.0047512,7.483093037,24.96506146,10.25081238,34.19871433
74,2048,OMP,0.0031794,0.0036432,7.28068189,32.55764163,9.83875931,43.99681302
75,2048,OMP,0.0047536,0.0035774,4.869614608,33.15648236,6.492819477,44.20864315
76,2048,OMP,0.0038966,0.0034828,5.940614895,34.05708051,7.816598546,44.81194804
77,2048,OMP,0.0031008,0.0033774,7.465234778,35.11991473,9.695110101,45.61027887
78,2048,OMP,0.0033726,0.0038176,6.863606713,31.07030595,8.799495786,39.83372558
79,2048,OMP,0.0053434,0.0039594,4.332110641,29.95756933,5.483684356,37.92097383
80,2048,OMP,0.003208,0.0042966,7.215773067,27.60647954,9.019716334,34.50809943
81,2048,OMP,0.0039206,0.0050888,5.90424935,23.30883509,7.289196728,28.77633962
82,2048,OMP,0.00487,0.0055048,4.753223819,21.54737683,5.796614414,26.27728882
83,2048,OMP,0.0039308,0.004561,5.888928462,26.006139,7.095094533,31.3326976
84,2048,OMP,0.0033682,0.004462,6.872572888,26.58314657,8.18163439,31.64660306
85,2048,OMP,0.0039174,0.0041272,5.909072344,28.73958131,6.951849816,33.81127213
86,2048,OMP,0.0033742,0.0041868,6.860352083,28.33046718,7.977153585,32.9424037
87,2048,OMP,0.0048212,0.0041994,4.801335767,28.24546364,5.518776744,32.46605016
88,2048,OMP,0.0034686,0.004919,6.673643545,24.11343769,7.583685847,27.40163374
89,2048,OMP,0.0046144,0.0041338,5.016513523,28.69369587,5.636532048,32.24010772
90,2048,OMP,0.0077154,0.0085384,3.000259222,13.89182985,3.333621358,15.4353665
91,2048,OMP,0.0077134,0.0074878,3.001037156,15.84096797,3.297843029,17.40765711
92,2048,OMP,0.0063544,0.0066914,3.642861639,17.7263353,3.959632216,19.26775576
93,2048,OMP,0.0091656,0.0071126,2.525552064,16.67660209,2.715647381,17.9318302
94,2048,OMP,0.010094,0.0082004,2.293263325,14.46441637,2.439641835,15.38767699
95,2048,OMP,0.0110504,0.0112208,2.094783899,10.57090404,2.205035683,11.12726741
96,2048,OMP,0.0109644,0.01336,2.111214476,8.878293413,2.199181746,9.248222305
1,4096,SEQ,0.4712824,1.2339612,0,0,0,0
1,4096,OMP,0.0910742,0.2178512,5.174708095,5.66423871,517.4708095,566.423871
2,4096,OMP,0.0548602,0.1258736,8.590606669,9.803177155,429.5303335,490.1588578
3,4096,OMP,0.0402968,0.0888406,11.69528101,13.88960903,389.8427005,462.9869677
4,4096,OMP,0.0322092,0.0688688,14.63191883,17.91756499,365.7979708,447.9391248
5,4096,OMP,0.0262764,0.055553,17.93557717,22.21232337,358.7115434,444.2464673
6,4096,OMP,0.0227698,0.0467158,20.69769607,26.41421532,344.9616012,440.236922
7,4096,OMP,0.020292,0.0403674,23.2250345,30.56826053,331.7862071,436.6894361
8,4096,OMP,0.0175364,0.0357068,26.87452385,34.55815699,335.9315481,431.9769624
9,4096,OMP,0.016516,0.0329904,28.53489949,37.4036447,317.0544388,415.5960522
10,4096,OMP,0.0151924,0.0299928,31.02093152,41.14191406,310.2093152,411.4191406
11,4096,OMP,0.0144072,0.0278986,32.71158865,44.23021944,297.3780786,402.092904
12,4096,OMP,0.0134246,0.0260998,35.10588025,47.27856918,292.5490021,393.9880765
13,4096,OMP,0.012872,0.0241076,36.61298943,51.18556804,281.6383803,393.7351387
14,4096,OMP,0.0119434,0.0223976,39.45965136,55.09345644,281.8546525,393.5246889
15,4096,OMP,0.0116056,0.0224428,40.60818915,54.98249773,270.721261,366.5499849
16,4096,OMP,0.0112574,0.021259,41.86423153,58.04417894,261.651447,362.7761183
17,4096,OMP,0.0106562,0.020006,44.22612188,61.67955613,260.1536581,362.8209184
18,4096,OMP,0.0105364,0.0198862,44.72897764,62.05113094,248.4943202,344.7285052
19,4096,OMP,0.010209,0.0184344,46.16342443,66.93796381,242.9653917,352.3050727
20,4096,OMP,0.0099268,0.0190714,47.47576258,64.70218233,237.3788129,323.5109116
21,4096,OMP,0.0097418,0.0183356,48.377343,67.29865398,230.3683,320.4697809
22,4096,OMP,0.0095822,0.0188136,49.18311035,65.58878684,223.5595925,298.1308493
23,4096,OMP,0.0092968,0.0187446,50.69296962,65.8302231,220.4042158,286.2183613
24,4096,OMP,0.0092476,0.0160384,50.9626714,76.93792398,212.3444641,320.5746833
25,4096,OMP,0.0089956,0.017502,52.39032416,70.50401097,209.5612966,282.0160439
26,4096,OMP,0.0089748,0.0152638,52.51174399,80.84233284,201.9682461,310.9320494
27,4096,OMP,0.008846,0.0170184,53.27632828,72.50747426,197.3197344,268.546201
28,4096,OMP,0.008723,0.0153538,54.02755933,80.36845602,192.955569,287.0302001
29,4096,OMP,0.0088968,0.0162788,52.97212481,75.80172986,182.6624993,261.3852754
30,4096,OMP,0.0085424,0.0167144,55.16978835,73.82623367,183.8992945,246.0874456
31,4096,OMP,0.0086178,0.0163256,54.68708951,75.58443181,176.4099662,243.8207478
32,4096,OMP,0.0086126,0.0160914,54.72010775,76.68451471,171.0003367,239.6391085
33,4096,OMP,0.0085252,0.0158572,55.28109604,77.81709255,167.5184729,235.8093714
34,4096,OMP,0.008429,0.015229,55.91201803,81.02706678,164.4471119,238.3149023
35,4096,OMP,0.0085476,0.016921,55.13622537,72.92483896,157.5320725,208.3566827
36,4096,OMP,0.0084462,0.0144426,55.79815775,85.43899298,154.9948826,237.3305361
37,4096,OMP,0.0086508,0.0148354,54.47847598,83.17680683,147.2391243,224.8021806
38,4096,OMP,0.0084638,0.0143316,55.68212859,86.10072846,146.5319174,226.5808644
39,4096,OMP,0.0085616,0.0175394,55.04606616,70.3536723,141.1437594,180.3940315
40,4096,OMP,0.0085342,0.0147134,55.22279768,83.86648905,138.0569942,209.6662226
41,4096,OMP,0.0082248,0.0158892,57.30016535,77.66037308,139.7565009,189.4155441
42,4096,OMP,0.008536,0.015408,55.21115276,80.08574766,131.4551256,190.6803516
43,4096,OMP,0.0089042,0.016648,52.92810135,74.12068717,123.0886078,172.3736911
44,4096,OMP,0.008789,0.014722,53.62184549,83.81749762,121.8678307,190.4943128
45,4096,OMP,0.0085186,0.0146738,55.32392647,84.09281849,122.9420588,186.87293
46,4096,OMP,0.0082768,0.0146406,56.94017011,84.28351297,123.7829785,183.2250282
47,4096,OMP,0.0083224,0.0144986,56.62818418,85.10898983,120.4854983,181.0829571
48,4096,OMP,0.0087852,0.0147086,53.64503938,83.89385802,111.7604987,174.7788709
49,4096,OMP,0.0083114,0.0146138,56.70313064,84.43807908,115.7206748,172.3226104
50,4096,OMP,0.0086498,0.01407,54.48477421,87.70157783,108.9695484,175.4031557
51,4096,OMP,0.008534,0.0152564,55.22409187,80.88154479,108.2825331,158.5912643
52,4096,OMP,0.0085964,0.0135854,54.82322833,90.8299498,105.4292852,174.6729804
53,4096,OMP,0.0084794,0.0139404,55.57968724,88.51691487,104.8673344,167.0130469
54,4096,OMP,0.0085498,0.0132978,55.12203794,92.79438704,102.077848,171.8414575
55,4096,OMP,0.008497,0.0138314,55.46456396,89.21448299,100.8446618,162.2081509
56,4096,OMP,0.0087684,0.014083,53.74782172,87.62062061,95.97825308,156.4653939
57,4096,OMP,0.0085622,0.015296,55.04220878,80.67214958,96.56527856,141.530087
58,4096,OMP,0.00893,0.0131902,52.77518477,93.55136389,90.99169788,161.295455
59,4096,OMP,0.008587,0.0132758,54.88324211,92.94816132,93.02244425,157.5392565
60,4096,OMP,0.008986,0.0130364,52.44629424,94.65505814,87.41049039,157.7584302
61,4096,OMP,0.0085568,0.013559,55.07694465,91.00679991,90.2900732,149.1914753
62,4096,OMP,0.008886,0.0137512,53.03650686,89.73480133,85.54275301,144.7335505
63,4096,OMP,0.0088094,0.0144598,53.49767294,85.3373629,84.91694118,135.4561316
64,4096,OMP,0.0086768,0.0127022,54.31523142,97.14547086,84.8675491,151.7897982
65,4096,OMP,0.0086144,0.0137112,54.70867385,89.99658673,84.16719054,138.4562873
66,4096,OMP,0.0087626,0.0126362,53.78339762,97.65287032,81.4899964,147.9588944
67,4096,OMP,0.0086526,0.0141274,54.46714282,87.34524399,81.29424302,130.3660358
68,4096,OMP,0.0088858,0.0128446,53.0377006,96.06848014,77.99661853,141.2771767
69,4096,OMP,0.00911,0.013575,51.73242591,90.89953591,74.9745303,131.7384578
70,4096,OMP,0.00899,0.0132116,52.42295884,93.39983045,74.8899412,133.4283292
71,4096,OMP,0.0088014,0.0136108,53.54629945,90.66044612,75.41732317,127.6907692
72,4096,OMP,0.0089578,0.015082,52.61140012,81.81681475,73.07138906,113.6344649
73,4096,OMP,0.0090388,0.0155398,52.13993008,79.40650459,71.42456175,108.7760337
74,4096,OMP,0.008988,0.0154822,52.43462394,79.70192867,70.85759992,107.705309
75,4096,OMP,0.0088116,0.0149552,53.48431613,82.51051139,71.3124215,110.0140152
76,4096,OMP,0.0090964,0.0153078,51.8097709,80.60996355,68.17075118,106.0657415
77,4096,OMP,0.0089092,0.014957,52.89839716,82.50058167,68.69921709,107.1436126
78,4096,OMP,0.0088694,0.0161358,53.13577018,76.47350612,68.12278228,98.04295656
79,4096,OMP,0.0090908,0.016117,51.8416861,76.56271018,65.62238747,96.91482301
80,4096,OMP,0.0088514,0.0164454,53.24382584,75.03382101,66.55478229,93.79227626
81,4096,OMP,0.0097522,0.0166458,48.32575214,74.13048337,59.66142239,91.51911527
82,4096,OMP,0.0088838,0.0153808,53.04964092,80.22737439,64.69468405,97.83826145
83,4096,OMP,0.0089306,0.0155182,52.77163908,79.51703161,63.58028805,95.80365255
84,4096,OMP,0.0111706,0.018148,42.18953324,67.99433546,50.22563481,80.94563746
85,4096,OMP,0.0091186,0.0154612,51.68363565,79.81018291,60.80427723,93.89433283
86,4096,OMP,0.010821,0.0156948,43.5525737,78.62229528,50.64252756,91.42127358
87,4096,OMP,0.0107714,0.0151378,43.75312401,81.51522678,50.29094714,93.69566297
88,4096,OMP,0.0121204,0.0140602,38.88340319,87.76270608,44.18568544,99.73034782
89,4096,OMP,0.0110636,0.0133336,42.59756318,92.5452391,47.86243054,103.9834147
90,4096,OMP,0.0134394,0.0158572,35.06722026,77.81709255,38.96357807,86.46343617
91,4096,OMP,0.0134388,0.0130136,35.0687859,94.82089506,38.53712737,104.1987858
92,4096,OMP,0.0137168,0.0172176,34.35804269,71.66859493,37.34569858,77.90064666
93,4096,OMP,0.012572,0.015143,37.48666879,81.48723503,40.30824601,87.62068282
94,4096,OMP,0.0151328,0.016114,31.14310636,76.57696413,33.13096422,81.46485546
95,4096,OMP,0.0149124,0.0171898,31.60339047,71.78450011,33.26672681,75.5626317
96,4096,OMP,0.0175248,0.018913,26.89231261,65.2440755,28.01282563,67.96257865
