Processes,Dim,Version,RollingMean_CheckSym,RollingMean_MatTranspose
30,64,MPI B,0.0008343999999999999,0.0008908
31,64,MPI B,0.0009086000000000001,0.0007252
32,64,MPI B,0.0006942000000000001,0.0007074
33,64,MPI B,0.0006601999999999999,0.0007588
34,64,MPI B,0.0008204,0.0007670000000000001
35,64,MPI B,0.00041220000000000004,0.0007426
36,64,MPI B,0.00047799999999999996,0.0007817999999999998
37,64,MPI B,0.0009222000000000001,0.000751
38,64,MPI B,0.000813,0.0013645999999999999
39,64,MPI B,0.0004168,0.000801
40,64,MPI B,0.0007778000000000001,0.0009464
41,64,MPI B,0.0006268000000000001,0.0008096
42,64,MPI B,0.0009529999999999999,0.0013038
43,64,MPI B,0.0005348,0.0008378
44,64,MPI B,0.000838,0.0008312
45,64,MPI B,0.0012102000000000003,0.0013801999999999998
46,64,MPI B,0.0007318,0.0008801999999999999
47,64,MPI B,0.0010738,0.0008643999999999999
48,64,MPI B,0.000611,0.0009278
49,64,MPI B,0.0007871999999999998,0.0012074
50,64,MPI B,0.0005514000000000001,0.0009005999999999999
51,64,MPI B,0.000643,0.0008748
52,64,MPI B,0.0008906000000000001,0.0008658000000000001
53,64,MPI B,0.0010156,0.00083
54,64,MPI B,0.0010116,0.0008791999999999999
55,64,MPI B,0.0010446000000000001,0.0008786
56,64,MPI B,0.0007224,0.0008216000000000001
57,64,MPI B,0.0009144000000000001,0.0009358
58,64,MPI B,0.0011014,0.0009581999999999999
59,64,MPI B,0.0010046,0.0019639999999999996
60,64,MPI B,0.0013194,0.0008582000000000002
61,64,MPI B,0.0014498,0.0008527999999999999
62,64,MPI B,0.0010613999999999999,0.0008978
63,64,MPI B,0.001493,0.0008215999999999999
64,64,MPI B,0.0009314,0.0007287999999999999
65,64,MPI B,0.0013822,0.0007868
66,64,MPI B,0.001313,0.0008862
67,64,MPI B,0.0014849999999999998,0.0008029999999999999
68,64,MPI B,0.0013570000000000001,0.000715
69,64,MPI B,0.0008576,0.0008179999999999999
70,64,MPI B,0.0010752000000000001,0.0008553999999999999
71,64,MPI B,0.0019326000000000002,0.0008116
72,64,MPI B,0.0015040000000000001,0.0009214
73,64,MPI B,0.0014626,0.0008824
74,64,MPI B,0.0012743999999999998,0.000665
75,64,MPI B,0.0015960000000000002,0.0032082
76,64,MPI B,0.0013984000000000002,0.0009162
77,64,MPI B,0.0012908000000000002,0.0008737999999999999
78,64,MPI B,0.0012216,0.000886
79,64,MPI B,0.0016702000000000002,0.0009170000000000001
80,64,MPI B,0.0015221999999999998,0.000839
81,64,MPI B,0.006324000000000001,0.006190199999999999
82,64,MPI B,0.0014166,0.0010872
83,64,MPI B,0.0013592,0.0009888000000000002
84,64,MPI B,0.0029506,0.0029666
85,64,MPI B,0.0010094000000000001,0.0009784
86,64,MPI B,0.001489,0.0010664
87,64,MPI B,0.001827,0.001218
88,64,MPI B,0.0030524000000000003,0.0011200000000000001
89,64,MPI B,0.0012435999999999999,0.0010722000000000001
90,64,MPI B,0.0111658,0.0061538
91,64,MPI B,0.0082968,0.010535
92,64,MPI B,0.0239318,0.0178004
93,64,MPI B,0.013809599999999997,0.009468800000000001
94,64,MPI B,0.0184958,0.0111854
95,64,MPI B,0.0239234,0.0161694
96,64,MPI B,0.0417242,0.0366302
64,64,MPI ATA,0.0009056,0.0007936
1,64,MPI DT,2.9599999999999998e-05,1.1999999999999999e-05
2,64,MPI DT,0.0003516,5.780000000000001e-05
3,64,MPI DT,0.0004182,6.64e-05
4,64,MPI DT,0.00019759999999999998,6.500000000000001e-05
5,64,MPI DT,0.000151,5.6999999999999996e-05
6,64,MPI DT,0.0003416,5.64e-05
7,64,MPI DT,0.0005206000000000001,6.24e-05
8,64,MPI DT,0.0004012,5.9800000000000003e-05
9,64,MPI DT,0.0005424,8.46e-05
10,64,MPI DT,0.0003778,9.56e-05
11,64,MPI DT,0.0006958,0.0001096
12,64,MPI DT,0.000848,9.419999999999999e-05
13,64,MPI DT,0.0004196,0.00010659999999999999
14,64,MPI DT,0.0004168,0.000133
15,64,MPI DT,0.00040160000000000006,0.00018280000000000003
16,64,MPI DT,0.0003224,0.0001606
17,64,MPI DT,0.0005824000000000001,0.00013360000000000002
18,64,MPI DT,0.0003718,0.0001718
19,64,MPI DT,0.000381,0.00012780000000000002
20,64,MPI DT,0.0009271999999999999,0.0002662
21,64,MPI DT,0.0005054,0.0002292
22,64,MPI DT,0.0004988,0.00022160000000000002
23,64,MPI DT,0.0004883999999999999,0.000331
24,64,MPI DT,0.0005413999999999999,0.0001626
25,64,MPI DT,0.0006242,0.0003264
26,64,MPI DT,0.0005786000000000001,0.00034060000000000004
27,64,MPI DT,0.0008002,0.00042000000000000007
28,64,MPI DT,0.0007312,0.00035119999999999997
29,64,MPI DT,0.0006828,0.0002704
30,64,MPI DT,0.000596,0.00042640000000000006
31,64,MPI DT,0.0007641999999999999,0.00037140000000000003
32,64,MPI DT,0.0005344,0.00032720000000000004
33,64,MPI DT,0.000553,0.0002696
34,64,MPI DT,0.0004966,0.0004670000000000001
35,64,MPI DT,0.0009076,0.0026152000000000003
36,64,MPI DT,0.0006350000000000001,0.0005942
37,64,MPI DT,0.0008416,0.00048259999999999997
38,64,MPI DT,0.0009639999999999999,0.0009379999999999999
39,64,MPI DT,0.0010604,0.0005076
40,64,MPI DT,0.0007991999999999999,0.0005386
41,64,MPI DT,0.0007646,0.0005204
42,64,MPI DT,0.0009635999999999999,0.0009934
43,64,MPI DT,0.000713,0.001069
44,64,MPI DT,0.000497,0.0005404
45,64,MPI DT,0.0008590000000000001,0.0010104
46,64,MPI DT,0.0004554,0.0005266
47,64,MPI DT,0.000571,0.0008031999999999999
48,64,MPI DT,0.0006336,0.0029064
49,64,MPI DT,0.0007606,0.0006724000000000001
50,64,MPI DT,0.0009547999999999999,0.0006108000000000001
51,64,MPI DT,0.0010314,0.0004607999999999999
52,64,MPI DT,0.0008712000000000001,0.0006446
53,64,MPI DT,0.0009812,0.0008081999999999999
54,64,MPI DT,0.0007939999999999999,0.001507
55,64,MPI DT,0.0009,0.0021419999999999994
56,64,MPI DT,0.0012248000000000003,0.0010722
57,64,MPI DT,0.0008744,0.0006506
58,64,MPI DT,0.0011803999999999999,0.000643
59,64,MPI DT,0.0011175999999999998,0.0007634
60,64,MPI DT,0.000601,0.0007822
61,64,MPI DT,0.0011708,0.0007946
62,64,MPI DT,0.0014204,0.0008251999999999999
63,64,MPI DT,0.000958,0.0006914
64,64,MPI DT,0.0007459999999999999,0.0007432
65,64,MPI DT,0.0012582,0.0009065999999999999
66,64,MPI DT,0.0014034,0.0008744
67,64,MPI DT,0.0011124,0.0007153999999999999
68,64,MPI DT,0.0011849999999999999,0.0008959999999999999
